TSNE-1,TSNE-2,task_source
14.419827,66.56506,unmod1
64.69272,-36.118977,unmod1
4.3199697,21.424952,unmod1
74.82767,13.043195,unmod1
25.351824,17.754837,unmod1
14.493895,-1.6382927,unmod1
-5.0788,6.567005,unmod1
5.789985,-32.88308,unmod1
43.717316,10.102216,unmod1
43.406628,23.797855,unmod1
6.39544,66.81377,unmod1
13.219993,33.16186,unmod1
-7.389298,-12.193287,unmod1
11.386423,-22.898523,unmod1
-8.815723,6.5269117,unmod1
49.077705,9.537032,unmod1
-2.3656328,11.681219,unmod1
-17.108463,-8.758761,unmod1
1.2506771,-17.98574,unmod1
16.302832,-3.478511,unmod1
13.956993,50.265583,unmod1
59.129227,27.651583,unmod1
-20.668653,9.438538,unmod1
42.033123,12.231421,unmod1
15.580604,40.05742,unmod1
6.8825355,33.655212,unmod1
78.55703,6.1287084,unmod1
4.27332,60.77059,unmod1
61.36774,-32.810875,unmod1
55.112064,31.119102,unmod1
41.50242,-14.688126,unmod1
30.597689,18.710537,unmod1
14.90547,-29.252676,unmod1
-6.5244555,-46.16188,unmod1
-24.403896,55.350677,unmod1
-12.630855,19.336693,unmod1
-7.8117304,18.049747,unmod1
8.739246,29.140999,unmod1
14.136319,52.42191,unmod1
19.928848,41.20256,unmod1
-32.83806,27.160494,unmod1
54.186726,35.441734,unmod1
24.19724,-20.023983,unmod1
-18.835972,25.5764,unmod1
2.1634488,31.035648,unmod1
-11.165533,36.65433,unmod1
16.050343,22.119545,unmod1
-14.089953,21.688068,unmod1
-24.896687,27.824165,unmod1
